Concrete mixture,"Moisture content, wc(%)_mean","Moisture content, wc(%)_SD","P-wave velocity, Vp(m/s)_mean","P-wave velocity, Vp(m/s)_SD","Dynamic elastic modulus, Yd(GPa)_mean","Dynamic elastic modulus, Yd(GPa)_SD","Global autocorrelation length, ξg(mm)_mean","Global autocorrelation length, ξg(mm)_SD","Integral range, Xog(mm)_mean","Integral range, Xog(mm)_SD","Autocorrelation length of the pore structure, ξp(μm)_mean","Autocorrelation length of the pore structure, ξp(μm)_SD","Integral range, Xop(mm)_mean","Integral range, Xop(mm)_SD","Mean pore diameter, dp(mm)_mean","Mean pore diameter, dp(mm)_SD","Maximum pore diameter, dpmax(mm)_mean","Maximum pore diameter, dpmax(mm)_SD","Porosity, po(%)_mean","Porosity, po(%)_SD","Diameter, φ(mm)","Height, h(mm)","Mass of sample, (kg)","Density, ρ(kg/m3)","Peak load, Fmax(kN)","Compressive failure strength, CS(MPa)"
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,66.5,55.7
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,216.0,2232.3,81.0,67.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,67.9,56.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,216.0,2232.3,72.2,60.4
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,66.5,55.6
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,216.0,2232.3,70.7,59.2
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,215.0,2222.0,76.0,63.7
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,60.3,50.4
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,208.0,2163.0,68.6,57.4
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,207.0,2152.6,80.5,67.4
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,211.0,2180.6,85.0,71.2
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,212.0,2190.9,70.4,59.0
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,212.0,2190.9,65.6,54.9
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,214.0,2225.4,77.6,64.9
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,210.0,2170.3,70.2,58.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,66.4,55.6
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,213.0,2215.0,61.9,51.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,67.2,56.3
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,215.0,2222.0,85.2,71.3
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,60.8,50.9
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,71.8,60.1
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,213.0,2215.0,70.3,58.9
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,215.0,2222.0,70.5,59.0
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,72.6,60.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,213.0,2215.0,71.0,59.5
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,59.3,49.6
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,74.7,62.5
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,76.2,63.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,212.0,2190.9,76.3,63.9
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,75.1,62.9
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,215.0,2222.0,80.9,67.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,215.0,2222.0,71.7,60.0
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,211.0,2194.2,69.0,57.8
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,205.0,2131.8,72.3,60.5
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,80.5,209.0,2173.4,69.5,58.2
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,61.3,51.3
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,60.8,50.9
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,56.7,47.4
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,215.0,2222.0,55.4,46.4
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.5,215.0,2208.3,54.0,45.2
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,53.3,44.6
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,53.0,44.4
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,213.0,2201.3,52.2,43.7
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,211.0,2180.6,51.0,42.7
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,50.4,42.2
F,5.4,0.5,3798.0,164.5,29.4,2.6,0.5,0.1,5.1,0.8,21.6,9.0,4.2,3.8,0.31,0.25,3.9,0.9,5.3,1.2,39.0,81.0,214.0,2211.6,50.6,42.3
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.0,1156.0,2192.2,184.9,48.7
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1173.0,2208.6,185.6,48.9
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1166.0,2203.3,183.7,48.4
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1165.0,2193.5,214.3,56.5
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1170.0,2202.9,200.9,52.9
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1174.0,2210.4,154.0,40.6
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.0,1165.0,2209.3,171.1,45.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1171.0,2204.8,160.9,42.4
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1173.0,2208.6,175.1,46.2
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1168.0,2207.0,167.1,44.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1181.0,2223.6,216.6,57.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1169.0,2208.9,167.2,44.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1173.0,2208.6,220.3,58.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1170.0,2202.9,209.8,55.3
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.0,1171.0,2220.7,211.9,55.9
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1175.0,2212.3,172.1,45.4
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.0,1164.0,2207.4,191.4,50.4
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1172.0,2206.7,163.9,43.2
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1175.0,2212.3,221.7,58.4
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1177.0,2224.0,187.9,49.5
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1169.0,2201.0,216.8,57.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.0,1160.0,2199.8,189.2,49.9
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1164.0,2199.5,218.8,57.7
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1167.0,2197.3,152.2,40.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1171.0,2204.8,170.0,44.8
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1160.0,2184.1,174.0,45.9
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1159.0,2182.2,209.0,55.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1175.0,2212.3,202.3,53.3
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1163.0,2189.7,162.7,42.9
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1171.0,2204.8,172.4,45.4
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1155.0,2182.5,175.0,46.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1160.0,2184.1,171.2,45.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.0,1165.0,2209.3,208.1,54.8
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1163.0,2189.7,197.7,52.1
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1166.0,2195.4,166.8,44.0
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1155.0,2182.5,193.5,51.0
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1161.0,2193.8,168.4,44.4
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1160.0,2184.1,193.5,51.0
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1175.0,2212.3,204.4,53.9
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1169.0,2201.0,182.2,48.0
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1173.0,2208.6,211.6,55.8
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,141.0,1169.0,2185.4,176.8,46.6
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1167.0,2197.3,199.5,52.6
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1168.0,2199.2,204.8,54.0
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,140.0,1167.0,2197.3,181.0,47.7
F,5.4,0.4,3808.1,142.6,28.9,2.2,0.6,0.1,5.7,0.6,27.4,3.4,5.2,4.1,0.34,0.3,3.7,0.5,6.2,0.5,69.5,139.5,1162.0,2195.7,211.3,55.7
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.7,215.2,4.6,2193.6,423.3,43.2
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,216.0,4.6,2184.0,422.7,43.1
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.9,211.2,4.5,2184.8,429.3,43.7
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,211.5,4.6,2191.8,474.9,48.2
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.1,211.2,4.5,2167.0,432.9,43.9
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.9,213.2,4.6,2176.7,420.5,42.8
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.5,216.0,4.6,2173.5,422.6,43.3
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.9,219.0,4.6,2120.5,473.0,48.1
