Concrete mixture,"Moisture content, wc(%)_mean","Moisture content, wc(%)_SD","P-wave velocity, Vp(m/s)_mean","P-wave velocity, Vp(m/s)_SD","Dynamic elastic modulus, Yd(GPa)_mean","Dynamic elastic modulus, Yd(GPa)_SD","Global autocorrelation length, ξg(mm)_mean","Global autocorrelation length, ξg(mm)_SD","Integral range, Xog(mm)_mean","Integral range, Xog(mm)_SD","Autocorrelation length of the pore structure, ξp(μm)_mean","Autocorrelation length of the pore structure, ξp(μm)_SD","Integral range, Xop(mm)_mean","Integral range, Xop(mm)_SD","Mean pore diameter, dp(mm)_mean","Mean pore diameter, dp(mm)_SD","Maximum pore diameter, dpmax(mm)_mean","Maximum pore diameter, dpmax(mm)_SD","Porosity, po(%)_mean","Porosity, po(%)_SD","Diameter, φ(mm)","Height, h(mm)","Mass of sample, (kg)","Density, ρ(kg/m3)","Peak load, Fmax(kN)","Compressive failure strength, CS(MPa)"
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.1,211.0,4.5,2180.1,450.5,45.6
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.9,213.8,4.6,2187.8,432.4,44.0
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,212.0,4.5,2178.1,440.3,44.8
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.2,207.3,4.5,2195.0,491.0,49.7
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,215.0,4.6,2189.9,421.7,43.0
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,215.0,4.6,2176.9,439.8,44.6
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,211.0,4.6,2196.0,477.0,48.4
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,213.0,4.6,2212.8,469.1,47.8
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,216.5,4.7,2188.3,390.0,39.7
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,214.0,4.6,2168.1,387.5,39.3
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.7,218.7,4.7,2172.1,,45.4
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,216.0,4.6,2175.7,417.3,42.4
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.6,216.7,4.7,2213.5,457.4,46.8
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,219.0,4.6,2161.0,434.1,44.2
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,215.0,4.6,2165.7,453.5,46.2
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,213.7,4.6,2184.6,462.6,47.1
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,212.0,4.6,2183.2,450.1,45.7
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,217.3,4.6,2170.0,424.7,43.3
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,215.0,4.6,2195.1,436.3,44.4
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.6,217.8,4.6,2174.2,451.4,46.1
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,213.0,4.6,2183.5,441.5,44.8
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,216.0,4.6,2157.4,438.6,44.5
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,218.0,4.6,2135.0,447.0,45.5
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,211.5,4.6,2218.4,468.7,47.7
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,215.0,4.6,2192.2,421.1,42.9
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,217.0,4.8,2238.7,453.3,46.2
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,214.7,4.6,2179.2,421.0,42.9
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.0,215.0,4.5,2136.3,429.1,43.6
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,214.7,4.6,2180.6,429.9,43.8
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,112.2,217.8,4.6,2156.1,423.6,42.8
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.7,217.2,4.7,2186.1,406.5,41.5
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,210.8,4.6,2201.6,432.5,44.1
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,221.8,4.5,2084.2,415.7,42.3
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,213.3,4.5,2166.7,421.2,42.9
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.5,215.8,4.6,2176.4,376.7,38.6
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.6,217.0,4.6,2171.8,387.8,39.6
F,5.2,0.5,3823.7,121.7,28.6,2.1,0.6,0.0,6.3,0.8,26.0,8.8,6.7,3.7,0.31,0.18,6.5,1.8,3.7,0.9,111.8,212.0,4.5,2157.4,434.2,44.2
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,310.0,13.5,2172.8,851.2,42.3
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,315.0,13.5,2135.0,818.5,40.7
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,312.5,13.7,2178.5,855.7,42.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,312.0,13.5,2151.9,797.5,39.7
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,316.0,13.6,2137.2,784.5,39.0
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,315.0,13.5,2130.3,784.3,39.0
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,315.7,13.6,2135.5,835.5,41.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,311.7,13.5,2161.8,834.6,41.5
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,313.3,13.5,2138.0,777.1,38.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,314.0,13.5,2134.2,838.4,41.7
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,311.8,13.6,2162.8,862.6,42.9
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,315.0,13.4,2119.2,931.4,46.3
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,309.0,13.5,2180.7,906.4,45.1
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,311.3,13.4,2133.2,832.0,41.4
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,317.0,13.7,2154.2,834.1,41.5
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,309.0,13.4,2156.8,868.0,43.2
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,311.2,13.5,2160.9,883.4,43.9
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,308.7,13.4,2163.8,895.5,44.5
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,303.5,13.1,2154.3,897.5,44.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,306.7,13.5,2192.0,932.1,46.4
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,316.0,13.5,2118.0,788.5,39.2
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,310.0,13.3,2126.5,844.6,42.0
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,312.2,13.3,2124.5,817.0,40.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,310.0,13.5,2160.8,859.7,42.8
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,312.0,13.3,2124.1,830.3,41.3
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,314.8,13.4,2120.6,813.2,40.4
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,302.0,13.3,2188.9,920.6,45.8
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,311.3,13.3,2129.6,821.6,40.9
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,310.0,13.6,2177.8,909.8,45.3
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,316.0,13.5,2119.4,778.6,38.7
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,314.0,13.5,2132.3,768.4,38.2
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,307.0,13.5,2179.8,901.6,44.8
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,309.7,13.2,2124.2,828.3,41.2
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,303.2,13.4,2200.4,875.4,43.5
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,315.0,13.6,2141.8,792.4,39.4
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,310.0,13.5,2162.7,893.6,44.4
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,313.7,13.4,2120.7,793.3,39.5
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,315.8,13.5,2120.3,815.2,40.5
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,312.0,13.3,2123.7,816.0,40.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,315.0,13.9,2195.2,880.3,43.8
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,310.8,13.5,2166.6,821.9,40.9
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,308.0,13.4,2169.0,855.7,42.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,312.0,13.6,2174.8,891.0,44.3
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,306.5,13.6,2206.7,777.1,38.6
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,309.0,13.5,2171.0,780.1,38.8
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,310.0,13.6,2178.9,769.7,38.3
F,5.0,0.2,3782.4,135.5,27.9,2.0,0.6,0.0,11.1,5.8,30.6,6.0,11.3,5.7,0.37,0.25,6.9,1.2,3.9,0.7,160.0,309.0,13.5,2180.2,944.6,47.0
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,234.0,2418.3,54.8,45.9
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,232.0,2397.6,58.4,48.9
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,235.0,2428.6,58.0,48.5
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.5,233.0,2422.9,67.0,56.1
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.5,231.0,2402.1,66.3,55.5
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,233.0,2408.0,56.8,47.6
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,235.0,2428.6,67.2,56.3
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.5,231.0,2402.1,59.9,50.2
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,233.0,2408.0,51.0,42.7
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,237.0,2449.3,68.5,57.3
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.0,231.0,2417.1,62.5,52.3
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.5,233.0,2422.9,62.4,52.3
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.0,232.0,2427.6,72.9,61.1
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.5,232.0,2412.5,60.7,50.8
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,80.0,231.0,2417.1,70.9,59.4
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.0,231.0,2387.3,63.5,53.2
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.5,236.0,2424.0,61.1,51.2
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,81.5,237.0,2434.3,54.9,46.0
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,82.0,236.0,2409.2,60.9,51.0
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,82.0,236.0,2409.2,50.4,42.2
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,82.0,237.0,2419.4,53.8,45.0
M,3.4,0.3,4343.9,211.2,42.0,4.3,2.0,0.4,9.7,2.5,9.0,7.5,2.7,0.7,0.28,0.21,3.1,0.5,1.6,0.2,39.0,82.0,236.0,2409.2,60.5,50.7
